"Age","Gender","self_employed","family_history","treatment","work_interfere","no_employees","remote_work","tech_company","benefits","care_options","wellness_program","seek_help","anonymity","leave","mental_health_consequence","phys_health_consequence","coworkers","supervisor","mental_health_interview","phys_health_interview","mental_vs_physical","obs_consequence"
41,"female","Yes","No","Yes","Sometimes","26-100","Yes","No","No","No","No","No","No","Don't know","No","No","No","Some of them","Maybe","Yes","Don't know","No"
38,"male","Yes","No","Yes","Sometimes","26-100","Yes","No","No","Not sure","No","No","No","Don't know","No","No","Some of them","Yes","No","Yes","No","Yes"
51,"male","No","No","Yes","Often","26-100","Yes","No","Don't know","Not sure","Yes","No","Don't know","Somewhat easy","No","No","No","No","Yes","Yes","No","Yes"
29,"male","No","No","Yes","Never","500-1000","Yes","No","Don't know","Not sure","No","Yes","Yes","Don't know","No","No","Some of them","Yes","Maybe","Yes","Yes","Yes"
37,"male","Yes","No","Yes","Sometimes","26-100","Yes","No","No","Yes","No","No","No","Don't know","No","No","Some of them","No","Maybe","Maybe","Yes","No"
31,"male","Yes","No","No","Never","26-100","Yes","No","No","No","No","No","No","Don't know","No","No","Some of them","Yes","No","No","Don't know","Yes"
32,"male","No","Yes","No","Rarely","1-5","Yes","Yes","No","No","No","No","No","Very easy","No","No","Some of them","Yes","Yes","Yes","Don't know","No"
31,"male","Yes","No","Yes","Often","26-100","Yes","No","No","No","No","No","No","Don't know","No","No","Some of them","No","No","Maybe","No","No"
52,"male","No","Yes","Yes","Never","More than 1000","No","No","No","No","No","Yes","Don't know","Don't know","Maybe","No","No","No","Maybe","Yes","Yes","Yes"
31,"male","Yes","Yes","Yes","Often","26-100","Yes","No","No","No","No","No","No","Don't know","No","No","No","Some of them","Maybe","Maybe","Don't know","No"
38,"female","Yes","No","No","Never","26-100","Yes","No","No","No","No","No","No","Don't know","No","No","Some of them","Yes","No","No","Don't know","No"
35,"male","No","No","Yes","Often","More than 1000","No","No","Yes","Not sure","No","Don't know","Don't know","Somewhat difficult","Yes","Maybe","Some of them","Yes","Maybe","Maybe","No","Yes"
29,"male","Yes","No","No","Never","26-100","Yes","No","No","Yes","No","No","No","Don't know","No","No","No","No","No","No","Yes","Yes"
63,"male","Yes","No","Yes","Never","26-100","Yes","No","No","Yes","No","No","No","Don't know","No","No","No","Yes","No","No","No","No"
47,"female","Yes","No","Yes","Often","26-100","Yes","No","No","Yes","No","No","No","Don't know","No","No","Some of them","Yes","No","No","Yes","Yes"
43,"male","Yes","Yes","Yes","Often","26-100","Yes","No","No","Not sure","No","No","No","Don't know","No","No","Some of them","Yes","No","Yes","Yes","Yes"
38,"male","No","No","No","Never","26-100","Yes","Yes","No","No","No","No","Don't know","Don't know","Maybe","No","Some of them","Yes","No","No","Don't know","No"
27,"male","No","No","No","Sometimes","6-25","No","No","Don't know","Yes","No","Don't know","Don't know","Somewhat difficult","Maybe","No","No","No","No","Maybe","No","No"
40,"female","No","Yes","No","Often","6-25","Yes","Yes","Don't know","Yes","No","Yes","Yes","Don't know","No","No","No","No","No","No","Don't know","Yes"
32,"male","No","No","No","Never","500-1000","No","No","No","No","Don't know","Don't know","Don't know","Very difficult","Yes","Maybe","No","No","No","No","Don't know","No"
43,"female","Yes","No","No","Sometimes","26-100","Yes","No","No","No","No","No","No","Don't know","No","No","Some of them","Yes","Maybe","Maybe","Yes","No"
28,"female","No","No","No","Often","100-500","No","No","Yes","Yes","No","No","Yes","Somewhat difficult","Maybe","No","Some of them","Yes","No","No","No","Yes"
46,"male","Yes","No","No","Never","26-100","Yes","No","No","Yes","No","No","No","Don't know","No","No","Some of them","Yes","No","Maybe","Yes","Yes"
42,"male","No","Yes","No","Never","More than 1000","Yes","No","No","No","No","No","Don't know","Somewhat easy","Maybe","No","No","Some of them","No","No","Don't know","No"
31,"male","No","Yes","Yes","Sometimes","1-5","Yes","Yes","No","Yes","No","No","Don't know","Somewhat easy","Maybe","No","Yes","Yes","No","No","Yes","No"
37,"female","Yes","No","Yes","Sometimes","26-100","No","No","No","No","No","No","No","Don't know","No","No","No","No","No","No","No","No"
35,"male","No","Yes","Yes","Often","6-25","No","Yes","No","No","No","No","Don't know","Somewhat easy","No","No","No","No","No","Maybe","No","No"
30,"female","Yes","No","Yes","Sometimes","26-100","Yes","No","No","No","No","No","No","Don't know","No","No","No","Some of them","Maybe","Maybe","Don't know","No"
35,"male","No","Yes","Yes","Often","26-100","Yes","Yes","No","Yes","Yes","No","Yes","Very easy","No","No","Some of them","Yes","No","No","Yes","Yes"
24,"male","No","Yes","Yes","Often","26-100","No","Yes","Yes","No","No","Don't know","Yes","Somewhat easy","Maybe","No","No","Some of them","Maybe","Maybe","Don't know","No"
23,"male","No","No","No","Sometimes","6-25","Yes","Yes","No","No","No","No","No","Don't know","Maybe","No","No","Some of them","No","Yes","Don't know","No"
39,"female","Yes","Yes","Yes","Often","26-100","Yes","No","No","Yes","No","No","No","Don't know","No","No","Some of them","No","Maybe","Maybe","Yes","Yes"
38,"male","No","No","No","Never","6-25","Yes","Yes","No","Not sure","Yes","No","Yes","Very easy","No","No","Some of them","Yes","No","No","Yes","No"
28,"male","Yes","Yes","Yes","Often","26-100","Yes","No","No","No","No","No","No","Don't know","No","No","No","Some of them","Maybe","Maybe","Don't know","No"
30,"male","Yes","No","No","Never","26-100","Yes","No","No","No","No","No","No","Don't know","No","No","Some of them","Yes","No","Maybe","Don't know","No"
38,"male","Yes","No","No","Rarely","26-100","Yes","No","No","Yes","No","No","No","Don't know","No","No","Some of them","No","No","No","No","No"
33,"male","No","No","No","Never","26-100","Yes","Yes","Don't know","No","No","Don't know","Don't know","Very easy","No","No","No","Yes","Yes","Yes","Don't know","No"
35,"male","No","No","No","Never","26-100","Yes","Yes","Don't know","No","Don't know","Don't know","Don't know","Very easy","No","No","Yes","Yes","Yes","Yes","Don't know","No"
54,"male","Yes","No","No","Never","26-100","No","No","No","No","No","No","No","Don't know","No","No","Yes","Yes","No","Yes","No","Yes"
30,"female","No","No","No","Never","100-500","No","Yes","Don't know","Not sure","Don't know","Don't know","Don't know","Don't know","No","No","Some of them","Yes","Maybe","Maybe","Yes","No"
32,"female","Yes","No","Yes","Never","26-100","Yes","No","No","No","No","No","No","Don't know","No","No","Some of them","No","No","Maybe","No","Yes"
28,"male","No","Yes","No","Never","500-1000","Yes","Yes","Don't know","Not sure","No","Don't know","Don't know","Very easy","No","No","No","Some of them","No","Yes","Don't know","No"
39,"male","No","No","No","Sometimes","6-25","Yes","Yes","No","No","Yes","No","Don't know","Somewhat easy","No","No","No","Some of them","Maybe","Yes","Don't know","No"
21,"trans","No","Yes","Yes","Often","1-5","Yes","Yes","No","Yes","No","No","No","Somewhat easy","Maybe","No","Some of them","Yes","Maybe","Yes","Yes","No"
31,"male","No","Yes","No","Never","6-25","Yes","Yes","Yes","Yes","Yes","Yes","No","Very easy","Maybe","No","No","No","Maybe","Yes","Yes","Yes"
30,"male","No","No","No","Never","More than 1000","Yes","Yes","Don't know","No","Don't know","Don't know","Don't know","Somewhat easy","Yes","Maybe","No","Some of them","No","Maybe","Don't know","No"
25,"female","No","No","No","Never","26-100","Yes","Yes","Yes","No","No","No","Yes","Somewhat difficult","Maybe","No","Some of them","Yes","No","Maybe","Don't know","No"
26,"male","No","No","No","Never","6-25","Yes","Yes","No","No","No","Don't know","Don't know","Somewhat difficult","Maybe","Maybe","No","Some of them","Maybe","Maybe","Don't know","No"
30,"male","No","No","No","Never","26-100","No","Yes","Yes","Yes","No","No","Yes","Somewhat easy","No","No","Some of them","Yes","No","No","Yes","No"
30,"male","No","No","No","Never","500-1000","No","Yes","No","No","Don't know","No","Don't know","Somewhat easy","No","No","Some of them","Yes","No","Maybe","Yes","No"
31,"male","No","No","No","Never","100-500","Yes","Yes","Don't know","No","Yes","Don't know","Yes","Very easy","No","No","Some of them","Yes","Maybe","Maybe","No","Yes"
32,"male","No","Yes","Yes","Sometimes","100-500","No","Yes","Don't know","No","No","Don't know","Don't know","Don't know","Maybe","No","Some of them","Yes","No","Maybe","Yes","No"
45,"female","No","Yes","Yes","Sometimes","26-100","Yes","No","No","Yes","No","No","Don't know","Somewhat difficult","No","No","Some of them","No","Maybe","No","No","No"
29,"male","Yes","Yes","No","Often","26-100","Yes","No","No","Yes","No","No","No","Don't know","No","No","Some of them","Yes","No","No","Yes","Yes"
27,"male","No","Yes","Yes","Sometimes","26-100","Yes","Yes","Yes","Yes","No","No","Don't know","Somewhat easy","Maybe","No","No","No","No","No","Don't know","No"
28,"female","No","No","No","Sometimes","26-100","Yes","Yes","No","No","Don't know","Don't know","Don't know","Very easy","No","No","No","No","No","No","No","No"
38,"male","No","Yes","No","Rarely","500-1000","Yes","Yes","Yes","No","No","Yes","Don't know","Somewhat difficult","Maybe","No","Some of them","Yes","Maybe","Maybe","Don't know","No"
38,"male","No","Yes","Yes","Often","500-1000","Yes","No","Yes","Yes","Don't know","Yes","Don't know","Somewhat easy","Maybe","No","Some of them","Yes","No","Maybe","Yes","Yes"
34,"male","No","Yes","Yes","Never","More than 1000","Yes","Yes","Don't know","Yes","Don't know","Don't know","Yes","Somewhat easy","No","No","Some of them","Yes","Yes","Yes","Yes","No"
36,"male","Yes","No","Yes","Sometimes","26-100","Yes","No","No","No","No","No","No","Don't know","No","No","No","Some of them","No","No","Don't know","No"
23,"male","No","No","No","Never","6-25","Yes","Yes","Don't know","No","No","No","Yes","Very easy","No","No","No","Some of them","No","No","Don't know","No"
40,"female","No","Yes","Yes","Often","100-500","Yes","No","Yes","Yes","No","No","Don't know","Don't know","Yes","Maybe","Some of them","Yes","No","No","Don't know","Yes"
39,"male","Yes","No","Yes","Sometimes","26-100","Yes","No","No","Yes","No","No","No","Don't know","No","No","Some of them","Yes","Maybe","Maybe","Don't know","No"
28,"male","No","Yes","Yes","Sometimes","26-100","No","Yes","Don't know","No","No","No","Don't know","Somewhat difficult","Maybe","No","Some of them","Yes","No","No","Don't know","No"
33,"male","No","No","No","Never","6-25","Yes","Yes","Don't know","No","No","Don't know","Don't know","Don't know","No","No","Some of them","Yes","Maybe","Maybe","Don't know","No"
32,"male","Yes","No","Yes","Sometimes","26-100","Yes","No","No","No","No","No","No","Don't know","No","No","Yes","Yes","No","Maybe","Don't know","No"
32,"male","No","Yes","No","Sometimes","More than 1000","No","No","Yes","No","Yes","Yes","Yes","Somewhat easy","Maybe","No","No","Some of them","No","No","Don't know","No"
27,"male","No","Yes","Yes","Often","More than 1000","No","Yes","Yes","No","Yes","Yes","Yes","Very easy","No","No","Some of them","No","Maybe","Yes","Don't know","No"
33,"male","No","No","Yes","Rarely","100-500","No","Yes","No","Yes","No","No","Don't know","Don't know","Yes","No","Some of them","Yes","Maybe","Yes","Yes","Yes"
34,"male","No","Yes","No","Never","100-500","No","No","Don't know","No","No","No","Don't know","Somewhat difficult","Maybe","No","Some of them","No","No","Maybe","Don't know","No"
38,"female","Yes","No","Yes","Often","26-100","Yes","No","No","No","No","No","No","Don't know","No","No","No","No","No","No","Don't know","Yes"
35,"male","No","No","No","Never","More than 1000","No","No","Yes","No","Don't know","Don't know","Don't know","Don't know","Maybe","Maybe","No","No","No","No","Don't know","No"
39,"male","No","No","No","Never","26-100","Yes","Yes","Yes","No","Yes","Yes","Yes","Don't know","Maybe","No","Some of them","Yes","No","No","Yes","No"
35,"male","No","No","No","Never","More than 1000","No","No","Yes","Yes","No","Yes","Yes","Very easy","No","No","Some of them","Yes","No","No","Yes","No"
34,"male","No","No","No","Rarely","100-500","Yes","No","Don't know","Not sure","No","Don't know","Yes","Somewhat easy","No","No","No","Some of them","No","Yes","No","No"
44,"female","Yes","Yes","Yes","Sometimes","26-100","Yes","No","No","Yes","No","No","No","Don't know","No","No","Some of them","Yes","No","Maybe","Yes","Yes"
42,"male","No","No","Yes","Often","500-1000","Yes","No","Yes","Yes","No","No","Don't know","Very easy","No","No","No","No","No","Maybe","No","No"
30,"male","No","No","No","Never","6-25","Yes","No","Yes","No","No","Don't know","Don't know","Don't know","Maybe","No","Some of them","Yes","No","Maybe","Don't know","No"
55,"male","No","Yes","No","Sometimes","26-100","No","No","Yes","No","No","No","No","Somewhat difficult","Yes","No","No","Some of them","No","Yes","Don't know","No"
46,"male","No","Yes","Yes","Sometimes","26-100","Yes","Yes","No","Yes","No","No","Don't know","Somewhat easy","Maybe","No","No","No","No","No","Yes","Yes"
33,"male","No","Yes","Yes","Sometimes","100-500","Yes","No","Yes","Yes","No","No","Yes","Somewhat difficult","No","No","No","Yes","No","Maybe","Yes","Yes"
30,"male","No","Yes","Yes","Sometimes","26-100","Yes","No","Yes","Yes","No","Yes","Yes","Don't know","Maybe","Maybe","Some of them","Yes","Yes","Yes","Yes","No"
30,"male","No","Yes","Yes","Often","26-100","Yes","Yes","No","No","No","No","Don't know","Very easy","No","No","Some of them","Yes","Yes","Yes","Yes","Yes"
31,"female","No","No","Yes","Often","More than 1000","No","Yes","Yes","Yes","No","Yes","Don't know","Don't know","Yes","Maybe","Some of them","Yes","No","No","Don't know","Yes"
38,"male","No","No","Yes","Often","More than 1000","Yes","Yes","Yes","Not sure","No","Don't know","Yes","Very easy","Maybe","No","Some of them","Yes","Maybe","Maybe","No","No"
30,"female","No","Yes","No","Sometimes","100-500","Yes","Yes","Yes","No","Yes","Yes","Yes","Somewhat difficult","Yes","No","No","Some of them","No","No","Don't know","No"
32,"male","No","Yes","Yes","Often","500-1000","Yes","Yes","Yes","Yes","Yes","Yes","Don't know","Somewhat easy","No","No","No","No","No","No","No","No"
32,"male","No","No","Yes","Often","More than 1000","No","No","No","No","No","No","Don't know","Don't know","Yes","No","Some of them","No","No","No","Yes","Yes"
47,"male","No","Yes","Yes","Sometimes","26-100","Yes","Yes","Yes","Yes","No","No","Don't know","Very difficult","Maybe","No","Some of them","Yes","Maybe","No","No","Yes"
39,"male","No","No","No","Sometimes","6-25","Yes","Yes","No","No","Yes","No","Yes","Very easy","No","No","Some of them","Yes","Maybe","Yes","Yes","Yes"
35,"male","No","Yes","Yes","Often","100-500","Yes","No","Don't know","No","No","No","Don't know","Very difficult","Yes","No","No","No","No","No","Don't know","No"
36,"male","No","No","Yes","Often","100-500","Yes","Yes","Yes","Yes","No","No","Don't know","Very difficult","Yes","Yes","No","Yes","No","No","Yes","No"
38,"female","No","No","No","Never","100-500","Yes","No","Yes","No","Yes","Yes","Yes","Don't know","Maybe","No","No","Some of them","Maybe","Maybe","Don't know","No"
30,"male","No","No","Yes","Often","100-500","Yes","Yes","Don't know","Yes","Yes","No","Yes","Don't know","Maybe","No","Some of them","Yes","No","No","Don't know","No"
33,"male","No","Yes","Yes","Never","26-100","Yes","Yes","Don't know","Yes","No","No","Don't know","Somewhat easy","Maybe","Maybe","Some of them","Yes","Maybe","Yes","Don't know","No"
22,"male","No","Yes","No","Never","6-25","No","Yes","Don't know","Not sure","Don't know","Don't know","Don't know","Don't know","Yes","No","Some of them","Yes","Maybe","Maybe","Don't know","No"
35,"male","Yes","No","Yes","Sometimes","26-100","Yes","No","No","No","No","No","No","Don't know","No","No","No","Some of them","No","Maybe","Yes","No"
26,"male","No","No","Yes","Rarely","26-100","No","No","Don't know","Not sure","No","Don't know","Don't know","Don't know","Maybe","No","Some of them","Yes","Maybe","Yes","Yes","No"
34,"male","No","No","Yes","Sometimes","100-500","Yes","Yes","Yes","Yes","Don't know","Yes","Yes","Don't know","No","No","Some of them","Yes","Maybe","Maybe","Yes","No"
40,"male","Yes","Yes","No","Never","26-100","Yes","No","No","Yes","No","No","No","Don't know","No","No","No","No","No","No","Yes","No"
